name,year,path,geometry,bounds
AK_NorthSlope_B8_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AK_NorthSlope_B8_2018/ept.json,"POLYGON ((-160.2094374750557 70.54174098347742, -160.2094374750557 70.69517271730867, -159.7470925646251 70.69517271730867, -159.7470925646251 70.54174098347742, -160.2094374750557 70.54174098347742))","[-17834433, 11247373, -25662, -17782965, 11298841, 25806]"
AK_NorthSlope_B9_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AK_NorthSlope_B9_2018/ept.json,"POLYGON ((-151.7848391112203 68.12307386691327, -151.7848391112203 68.1608800734182, -151.6832935515035 68.1608800734182, -151.6832935515035 68.12307386691327, -151.7848391112203 68.12307386691327))","[-16896611, 10483668, -4530, -16885307, 10494972, 6774]"
AK_ValdezB_2007,2007,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AK_ValdezB_2007/ept.json,"POLYGON ((-146.6414002047014 60.92083346437789, -146.6414002047014 61.27296863800766, -145.9128305766691 61.27296863800766, -145.9128305766691 60.92083346437789, -146.6414002047014 60.92083346437789))","[-16324046, 8607668, -39681, -16242942, 8688772, 41423]"
AK_Valdez_2007,2007,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AK_Valdez_2007/ept.json,"POLYGON ((-146.6418583454963 60.8694438933904, -146.6418583454963 61.22180185416553, -145.9140073696913 61.22180185416553, -145.9140073696913 60.8694438933904, -146.6418583454963 60.8694438933904))","[-16324097, 8595907, -39642, -16243073, 8676931, 41382]"
AK_YukonFlats_2009,2009,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AK_YukonFlats_2009/ept.json,"POLYGON ((-146.9242617213649 65.75477589114818, -146.9242617213649 66.59290074554178, -144.8492971454943 66.59290074554178, -144.8492971454943 65.75477589114818, -146.9242617213649 65.75477589114818))","[-16355534, 9810051, -115199, -16124550, 10041035, 115785]"
AL_25Co_TL_2017,2017,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_25Co_TL_2017/ept.json,"POLYGON ((-87.48014324000509 31.35921157566508, -87.48014324000509 32.53496670000803, -86.09447394794503 32.53496670000803, -86.09447394794503 31.35921157566508, -87.48014324000509 31.35921157566508))","[-9738245, 3679488, -76796, -9583993, 3833740, 77456]"
AL_BaldwinCo-East_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_BaldwinCo-East_2011/ept.json,"POLYGON ((-87.76234898651123 30.29811815849877, -87.76234898651123 30.74548924052117, -87.24301495445606 30.74548924052117, -87.24301495445606 30.29811815849877, -87.76234898651123 30.29811815849877))","[-9769660, 3541928, -28229, -9711848, 3599740, 29583]"
AL_BaldwinCo-West_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_BaldwinCo-West_2011/ept.json,"POLYGON ((-88.09367461275303 30.63419523365005, -88.09367461275303 30.86530684645659, -87.82475494929901 30.86530684645659, -87.82475494929901 30.63419523365005, -88.09367461275303 30.63419523365005))","[-9806543, 3585333, -14547, -9776607, 3615269, 15389]"
AL_BlountCo_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_BlountCo_2010/ept.json,"POLYGON ((-86.96572299255405 33.73615595858804, -86.96572299255405 34.28879965718311, -86.29901135498622 34.28879965718311, -86.29901135498622 33.73615595858804, -86.96572299255405 33.73615595858804))","[-9680980, 3993429, -36796, -9606762, 4067647, 37422]"
AL_ColbertLauderdale_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_ColbertLauderdale_2011/ept.json,"POLYGON ((-88.21184798837896 34.37375290049345, -88.21184798837896 35.19939315349001, -87.20652538761512 35.19939315349001, -87.20652538761512 34.37375290049345, -88.21184798837896 34.37375290049345))","[-9819698, 4079099, -56296, -9707786, 4191011, 55616]"
AL_NorthAL_2019,2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_NorthAL_2019/ept.json,"POLYGON ((-86.95812324525039 34.40825261770931, -86.95812324525039 35.00716587133122, -86.22957158352378 35.00716587133122, -86.22957158352378 34.40825261770931, -86.95812324525039 34.40825261770931))","[-9680134, 4083753, -40167, -9599032, 4164855, 40935]"
AL_TriCounty_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AL_TriCounty_2010/ept.json,"POLYGON ((-86.58768497153802 33.10109248301034, -86.58768497153802 33.99149448165754, -85.51931860413468 33.99149448165754, -85.51931860413468 33.10109248301034, -86.58768497153802 33.10109248301034))","[-9638897, 3908730, -59670, -9519967, 4027660, 59260]"
AR-TN_NRCS_CaneCreek_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR-TN_NRCS_CaneCreek_2010/ept.json,"POLYGON ((-89.7295965766631 35.60876705002744, -89.7295965766631 35.84924139712066, -89.43336812857184 35.84924139712066, -89.43336812857184 35.60876705002744, -89.7295965766631 35.60876705002744))","[-9988653, 4246921, -16161, -9955677, 4279897, 16815]"
AR-TN_NRCS_Sharkey_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/AR-TN_NRCS_Sharkey_2010/ept.json,"POLYGON ((-90.27845823210728 35.47611506532743, -90.27845823210728 36.07824419106313, -89.53627014436773 36.07824419106313, -89.53627014436773 35.47611506532743, -90.27845823210728 35.47611506532743))","[-10049752, 4228773, -41023, -9967132, 4311393, 41597]"
ARRA-AK_EkluntaGlacier_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-AK_EkluntaGlacier_2010/ept.json,"POLYGON ((-149.1541677174405 61.11779506672478, -149.1541677174405 61.32788840082734, -148.7177481861096 61.32788840082734, -148.7177481861096 61.11779506672478, -149.1541677174405 61.11779506672478))","[-16603766, 8652921, -22853, -16555184, 8701503, 25729]"
ARRA-AL_MobileBay_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-AL_MobileBay_2010/ept.json,"POLYGON ((-88.04162622519115 30.28700294699053, -88.04162622519115 30.85643887820495, -87.380250580411 30.85643887820495, -87.380250580411 30.28700294699053, -88.04162622519115 30.28700294699053))","[-9800749, 3540495, -36278, -9727125, 3614119, 37346]"
ARRA-AL_TennesseeRiver_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-AL_TennesseeRiver_2010/ept.json,"POLYGON ((-89.2832416782898 32.52734756944811, -89.2832416782898 34.28867348382481, -87.1731350085044 34.28867348382481, -87.1731350085044 32.52734756944811, -89.2832416782898 32.52734756944811))","[-9938965, 3832734, -117185, -9704069, 4067630, 117711]"
ARRA-CA_CentralCoast-Z3_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CA_CentralCoast-Z3_2010/ept.json,"POLYGON ((-122.3602794347587 36.68877956855536, -122.3602794347587 37.3493558036105, -121.5329310580846 37.3493558036105, -121.5329310580846 36.68877956855536, -122.3602794347587 36.68877956855536))","[-13621084, 4395815, -45935, -13528984, 4487915, 46165]"
ARRA-CA_CentralCoast-Z4_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CA_CentralCoast-Z4_2010/ept.json,"POLYGON ((-122.0857273344732 35.78248665889638, -122.0857273344732 36.96752387161698, -120.6138557077491 36.96752387161698, -120.6138557077491 35.78248665889638, -122.0857273344732 35.78248665889638))","[-13590521, 4270733, -81493, -13426673, 4434581, 82355]"
ARRA-CA_ChannelIslands-10_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CA_ChannelIslands-10_2010/ept.json,"POLYGON ((-120.4761888904578 33.77046822248133, -120.4761888904578 34.20004562628915, -119.9581124998003 34.20004562628915, -119.9581124998003 33.77046822248133, -120.4761888904578 33.77046822248133))","[-13411348, 3998023, -28335, -13353676, 4055695, 29337]"
ARRA-CA_ChannelIslands-11_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CA_ChannelIslands-11_2010/ept.json,"POLYGON ((-120.2610423799111 33.24633765808549, -120.2610423799111 34.2838861782155, -119.0129410904611 34.2838861782155, -119.0129410904611 33.24633765808549, -120.2610423799111 33.24633765808549))","[-13387398, 3928047, -68890, -13248460, 4066985, 70048]"
ARRA-CA_GoldenGate_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CA_GoldenGate_2010/ept.json,"POLYGON ((-123.253402456536 37.42251708439871, -123.253402456536 38.37988714304037, -122.0400839348871 38.37988714304037, -122.0400839348871 37.42251708439871, -123.253402456536 37.42251708439871))","[-13720506, 4498165, -67129, -13585440, 4633231, 67937]"
ARRA-CA_SanFranCoast_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CA_SanFranCoast_2010/ept.json,"POLYGON ((-123.0227959399497 37.31954979630327, -123.0227959399497 38.21145126418385, -121.8945299094012 38.21145126418385, -121.8945299094012 37.31954979630327, -123.0227959399497 37.31954979630327))","[-13694835, 4483742, -61668, -13569237, 4609340, 63930]"
ARRA-CO_GrandCo_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-CO_GrandCo_2010/ept.json,"POLYGON ((-106.3607452354195 39.49392445165634, -106.3607452354195 40.30294106142451, -105.3061949570859 40.30294106142451, -105.3061949570859 39.49392445165634, -106.3607452354195 39.49392445165634))","[-11840024, 4792671, -56144, -11722632, 4910063, 61248]"
ARRA-FL_Charlotte-E_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-FL_Charlotte-E_2010/ept.json,"POLYGON ((-81.60995828548062 26.76728460617954, -81.60995828548062 26.91894786273023, -81.43997906741951 26.91894786273023, -81.43997906741951 26.76728460617954, -81.60995828548062 26.76728460617954))","[-9084779, 3094427, -8774, -9065857, 3113349, 10148]"
ARRA-FL_Charlotte-W_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-FL_Charlotte-W_2010/ept.json,"POLYGON ((-81.77419726887619 26.78149612480727, -81.77419726887619 26.97434611001039, -81.55799074629429 26.97434611001039, -81.55799074629429 26.78149612480727, -81.77419726887619 26.78149612480727))","[-9103062, 3096199, -11373, -9078994, 3120267, 12695]"
ARRA-FL_KissimmeeRiver_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-FL_KissimmeeRiver_2011/ept.json,"POLYGON ((-81.48241548144132 27.38131237097728, -81.48241548144132 27.90126294858103, -80.89547424110332 27.90126294858103, -80.89547424110332 27.38131237097728, -81.48241548144132 27.38131237097728))","[-9070581, 3171193, -32106, -9005243, 3236531, 33232]"
ARRA-FL_LibertyCo_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-FL_LibertyCo_2010/ept.json,"POLYGON ((-85.37115946432485 29.98836997648363, -85.37115946432485 30.62210562386202, -84.63711011305942 30.62210562386202, -84.63711011305942 29.98836997648363, -85.37115946432485 29.98836997648363))","[-9503474, 3502055, -40299, -9421760, 3583769, 41415]"
ARRA-FL_SuwanneeRiver_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-FL_SuwanneeRiver_2011/ept.json,"POLYGON ((-83.43281067686311 29.92733616206428, -83.43281067686311 30.7736573730041, -82.45206598227279 30.7736573730041, -82.45206598227279 29.92733616206428, -83.43281067686311 29.92733616206428))","[-9287698, 3494213, -54354, -9178522, 3603389, 54822]"
ARRA-FL_UpperStJohnsRiver_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-FL_UpperStJohnsRiver_2010/ept.json,"POLYGON ((-81.31717936808039 28.08853801105998, -81.31717936808039 28.79019055734946, -80.51922386750269 28.79019055734946, -80.51922386750269 28.08853801105998, -81.31717936808039 28.08853801105998))","[-9052187, 3260141, -43915, -8963359, 3348969, 44913]"
ARRA-GA_LakeLanier_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-GA_LakeLanier_2010/ept.json,"POLYGON ((-84.19396220025041 34.09252016708126, -84.19396220025041 35.00500997132652, -83.08606996034581 35.00500997132652, -83.08606996034581 34.09252016708126, -84.19396220025041 34.09252016708126))","[-9372429, 4041232, -60464, -9249099, 4164562, 62866]"
ARRA-IL_LakeCo_2007,2007,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-IL_LakeCo_2007/ept.json,"POLYGON ((-88.21087780787211 42.1505043823058, -88.21087780787211 42.49750448203476, -87.74154400453104 42.49750448203476, -87.74154400453104 42.1505043823058, -88.21087780787211 42.1505043823058))","[-9819590, 5183551, -25383, -9767344, 5235797, 26863]"
ARRA-IN_Flood_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-IN_Flood_2010/ept.json,"POLYGON ((-88.52067081675358 38.85070604300248, -88.52067081675358 41.70363991188209, -84.7802656367367 41.70363991188209, -84.7802656367367 38.85070604300248, -88.52067081675358 38.85070604300248))","[-9854076, 4700309, -207274, -9437696, 5116689, 209106]"
ARRA-LA_Coastal-Z15_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LA_Coastal-Z15_2011/ept.json,"POLYGON ((-92.13674017829545 28.5932102813859, -92.13674017829545 30.24565696279234, -90.23955219715207 30.24565696279234, -90.23955219715207 28.5932102813859, -92.13674017829545 28.5932102813859))","[-10256615, 3323972, -105216, -10045421, 3535166, 105978]"
ARRA-LA_Coastal-Z16_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LA_Coastal-Z16_2011/ept.json,"POLYGON ((-90.29677488075049 28.9013650834908, -90.29677488075049 30.25852271330716, -88.73616767026101 30.25852271330716, -88.73616767026101 28.9013650834908, -90.29677488075049 28.9013650834908))","[-10051791, 3363098, -86508, -9878065, 3536824, 87218]"
ARRA-LFTNE_ConnecticutZ18_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LFTNE_ConnecticutZ18_2010/ept.json,"POLYGON ((-73.73039475397907 40.93426095527552, -73.73039475397907 41.42347348436523, -73.08040974700155 41.42347348436523, -73.08040974700155 40.93426095527552, -73.73039475397907 40.93426095527552))","[-8207630, 5002650, -35539, -8135274, 5075006, 36817]"
ARRA-LFTNE_ConnecticutZ19_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LFTNE_ConnecticutZ19_2011/ept.json,"POLYGON ((-72.33611960149716 41.30162096338664, -72.33611960149716 42.02243706277195, -71.37125712113007 42.02243706277195, -71.37125712113007 41.30162096338664, -72.33611960149716 41.30162096338664))","[-8052420, 5056933, -53904, -7945012, 5164341, 53504]"
ARRA-LFTNE_Massachusetts_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LFTNE_Massachusetts_2011/ept.json,"POLYGON ((-71.82014526860459 41.47706933301586, -71.82014526860459 42.89198968932627, -69.91050663762333 42.89198968932627, -69.91050663762333 41.47706933301586, -71.82014526860459 41.47706933301586))","[-7994982, 5082966, -106293, -7782402, 5295546, 106287]"
ARRA-LFTNE_NewHampshire_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LFTNE_NewHampshire_2011/ept.json,"POLYGON ((-71.47998920311989 42.67971780470787, -71.47998920311989 43.38103321682882, -70.52057051337457 43.38103321682882, -70.52057051337457 42.67971780470787, -71.47998920311989 42.67971780470787))","[-7957116, 5263348, -52736, -7850314, 5370150, 54066]"
ARRA-LFTNE_NewYork_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LFTNE_NewYork_2010/ept.json,"POLYGON ((-74.5670227275381 40.57443413469286, -74.5670227275381 41.6867030490987, -73.09026426566834 41.6867030490987, -73.09026426566834 40.57443413469286, -74.5670227275381 40.57443413469286))","[-8300763, 4949772, -81587, -8136371, 5114164, 82805]"
ARRA-LFTNE_RhodeIsland_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-LFTNE_RhodeIsland_2011/ept.json,"POLYGON ((-72.09809300066402 41.14463664045262, -72.09809300066402 42.03176583229139, -70.9119574995126 42.03176583229139, -70.9119574995126 41.14463664045262, -72.09809300066402 41.14463664045262))","[-8025923, 5033699, -66235, -7893883, 5165739, 65805]"
ARRA-MI_4SECounties_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-MI_4SECounties_2010/ept.json,"POLYGON ((-84.28096403551739 41.7062152658438, -84.28096403551739 43.18798504263461, -82.27272631895116 43.18798504263461, -82.27272631895116 41.7062152658438, -84.28096403551739 41.7062152658438))","[-9382114, 5117073, -111344, -9158558, 5340629, 112212]"
ARRA-MI_LowerPeninsula_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-MI_LowerPeninsula_2010/ept.json,"POLYGON ((-84.48478279033128 43.46186019696363, -84.48478279033128 44.53036749570799, -82.99941846803964 44.53036749570799, -82.99941846803964 43.46186019696363, -84.48478279033128 43.46186019696363))","[-9404803, 5382538, -81561, -9239453, 5547888, 83789]"
ARRA-MI_TriCounty_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-MI_TriCounty_2010/ept.json,"POLYGON ((-85.10800698499487 42.40314354297674, -85.10800698499487 43.13269343596546, -84.11420078617346 43.13269343596546, -84.11420078617346 42.40314354297674, -85.10800698499487 42.40314354297674))","[-9474180, 5221561, -54840, -9363550, 5332191, 55790]"
ARRA-MO_StoneCo_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-MO_StoneCo_2010/ept.json,"POLYGON ((-93.68964882680002 36.63054586003113, -93.68964882680002 37.00038176139935, -93.22768120878872 37.00038176139935, -93.22768120878872 36.63054586003113, -93.68964882680002 36.63054586003113))","[-10429484, 4387734, -24482, -10378058, 4439160, 26944]"
ARRA-NE_PlatteRiver_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-NE_PlatteRiver_2010/ept.json,"POLYGON ((-104.0602047085536 41.71459786508491, -104.0602047085536 42.16026714696051, -103.461082312963 42.16026714696051, -103.461082312963 41.71459786508491, -104.0602047085536 41.71459786508491))","[-11583929, 5118323, -32261, -11517235, 5185017, 34433]"
ARRA-NJ_3Counties_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-NJ_3Counties_2010/ept.json,"POLYGON ((-75.11451894375043 39.28817754334545, -75.11451894375043 40.25099152510516, -73.86183624635144 40.25099152510516, -73.86183624635144 39.28817754334545, -75.11451894375043 39.28817754334545))","[-8361710, 4763035, -69405, -8222262, 4902483, 70043]"
ARRA-NRCS_Illinois_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-NRCS_Illinois_2010/ept.json,"POLYGON ((-89.85071642642095 38.9982786013981, -89.85071642642095 39.25163853768483, -89.52412492172644 39.25163853768483, -89.52412492172644 38.9982786013981, -89.85071642642095 38.9982786013981))","[-10002136, 4721425, -17332, -9965780, 4757781, 19024]"
ARRA-NRCS_Kentucky_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-NRCS_Kentucky_2010/ept.json,"POLYGON ((-87.56310265649353 36.75623256844564, -87.56310265649353 36.98263782364489, -87.28009740938451 36.98263782364489, -87.28009740938451 36.75623256844564, -87.56310265649353 36.75623256844564))","[-9747480, 4405183, -15559, -9715976, 4436687, 15945]"
ARRA-OR_SandyRiver_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-OR_SandyRiver_2010/ept.json,"POLYGON ((-122.4271410413557 45.35853375041835, -122.4271410413557 45.58644741333009, -122.1021305715612 45.58644741333009, -122.1021305715612 45.35853375041835, -122.4271410413557 45.35853375041835))","[-13628527, 5678143, -17801, -13592347, 5714323, 18379]"
ARRA-SC_AllendaleCo_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/ARRA-SC_AllendaleCo_2010/ept.json,"POLYGON ((-81.62025297863663 32.72576372299353, -81.62025297863663 33.17780158359193, -81.08155126905582 33.17780158359193, -81.08155126905582 32.72576372299353, -81.62025297863663 32.72576372299353))","[-9085925, 3858960, -29890, -9025957, 3918928, 30078]"
